review_score,review_comment_message,review_creation_date,label,processed_review_comment
5,lindo!!!Ótima qualidade!!!,2018-03-08 00:00:00,1,lir ! ! ! ótima qualidade ! ! !
1,A entrega esta atrasada.,2018-04-04 00:00:00,0,entregar atrasado .
5,Chegou perfeito estado correio levou um tempinho pra entregar,2018-02-09 00:00:00,1,chegar perfeito estar correio levar tempinho pra entregar
5,Adorei. Chegou bem antes do que o prazo de entrega.,2018-06-30 00:00:00,1,adorei . chegar bem antes prazo entregar .
5,boa,2017-12-28 00:00:00,1,bom
1,"Bom dia,

Ainda hoje aguardando a encomenda. Como posso avaliar? Ruim?",2018-08-03 00:00:00,0,"bom dia , ainda hoje aguardar encomenda . poder avaliar ? ruim ?"
5,"muito bom chegou antes do prazo, super recomento.",2016-11-04 00:00:00,1,"bom chegar antes prazo , super recomento ."
1,"Comprei e até agora nada de chegar, prazo pro dia 09, e até agora nem sinal.",2018-02-10 00:00:00,0,"comprar agora nada chegar , prazo pro dia 09 , agora sinal ."
5,Muito bom.,2017-10-14 00:00:00,1,bom .
5,CONTINUE SEMPRE ASSIM PARABÉNS ,2017-08-23 00:00:00,1,continuar sempre assim parabéns
1,"Péssima loja, não entregou e e nunca me ligou para dar satisfação. Não recomendo e não compro nunca mais... Horrível...",2018-03-25 00:00:00,0,"péssimo loja , não entregar nunca ligar dar satisfação . não recomendar não compro nunca ... horrível ..."
5,Otimo,2017-08-26 00:00:00,1,otimo
1,Desejo a troça do meu produto o mesmo veio em tamanhos diferentes ,2017-10-20 00:00:00,0,desejo troça Produto vir tamanho diferente
5,"Ainda não recebi um dos relógios, ainda aguardando...obrigada!",2018-04-04 00:00:00,1,"ainda não recebir relógio , ainda aguardar ... obrigado !"
1,RECEBI MEU PRODUTO PORÉM ELE VEIO COM DEFEITO(COLOQUEI O RELÓGIO NO PULSO E ELE FICOU NO MESMO HORÁRIO QUE COLOQUEI) ESTOU INSATISFEITA .,2017-10-24 00:00:00,0,recebir produto porém vir defeito ( coloquei relógio pulso ficar horário coloquei ) insatisfeito .
1,"Produto comprado em 08/03/2018 e promessa de entrega até 29/03/2018, entretanto,até o momento não recebi o objeto comprado e nenhuma satisfação me foi dada pelo vendedor.",2018-03-31 00:00:00,0,"produto comprar 08/03/2018 promessa entregar 29/03/2018 , entretanto , momento não recebir objeto comprar nenhum satisfação dar vendedor ."
5,Eu amei comprei dia 1.8. chegou dia 3.8 ,2017-08-04 00:00:00,1,ameir comprar dia 1.8 . chegar dia 3.8
1,"O produto chegou com defeito é o site da lannister é péssimo pra trocas, suporte péssimo !!!!",2018-07-06 00:00:00,0,"produto chegar defeito site lannister péssimo pra troca , suporte péssimo ! ! ! !"
5,"Excelente em tudo, sem reclamações...",2017-09-27 00:00:00,1,"excelente tudo , reclamação ..."
5,Produto entregue normalmente e dentro do prazo.,2017-11-25 00:00:00,1,produto entregar normalmente dentro prazo .
5,Tudo conforme pedido.,2018-05-16 00:00:00,1,tudo conforme pedir .
5,Chegou corretamente e em tempo recorde!!! Parabéns pelo trabalho.,2017-05-10 00:00:00,1,chegar corretamente tempo recorde ! ! ! parabéns trabalho .
1,Ainda não recebi o produto nem nenhuma orientação sobre o que fazer da loja,2018-04-19 00:00:00,0,ainda não recebir produto nenhum orientação sobre fazer loja
5,bom,2018-01-27 00:00:00,1,bom
5,Recebi o produto certo dentro do prazo!,2018-04-03 00:00:00,1,recebir produto certo dentro prazo !
5,Tudo certo ,2018-04-12 00:00:00,1,tudo certo
5,"Boa qualidade, funciona perfeitamente.",2017-11-08 00:00:00,1,"bom qualidade , funcionar perfeitamente ."
1,Não sei como nos dias atuais ainda existem lojas assim. O prazo de entrega já é muito extenso. E o maior problema de todos: o item não foi entregue!,2018-05-15 00:00:00,0,não saber dia atual ainda existir loja assim . prazo entregar extenso . grande problema todo : item não entregar !
1,"simplesmente o produto não chegou, vou cancelar a compra",2018-03-14 00:00:00,0,"simplesmente produto não chegar , ir cancelar compra"
5,"Ótimo produto. Realizei a compra com receio, porém o resultado foi ótimo. Valeu a pena. ",2018-01-11 00:00:00,1,"bom produto . realizeir compra receio , porém resultado ótimo . valeu pena ."
5,Recomendo para todos que eu conheço !! Ótima loja virtual !! Vocês estão de parabéns!! ,2018-05-04 00:00:00,1,recomendar todo conheço ! ! ótima loja virtual ! ! parabéns ! !
1,"Não recomendo a compra nesta loja, primeiro falaram 14 dias e já estão chegando a 1 mês e nada!",2018-04-15 00:00:00,0,"não recomendar compra em este loja , primeiro falar 14 dia chegar 1 mês nada !"
5,muito satisfeito nota 10,2018-03-17 00:00:00,1,satisfeito nota 10
1,"Produto com prazo largo de entrega e ainda assim dois dias após o prazo previsto, não entregaram e nem há informação sobre onde este se encontra, conforme informação do rastreamento.",2018-04-26 00:00:00,0,"produto prazo largo entregar ainda assim dois dia após prazo previsto , não entregar informação sobre onde encontrar , conforme informação rastreamento ."
1,não recebi o item caixas organizadoras,2018-07-07 00:00:00,0,não recebir item caixa organizadora
5,"Ótimos!! Uma pena ter frete, mas estou muito satisfeita! ",2018-04-29 00:00:00,1,"ótimos ! ! pena ter frete , satisfeita !"
5,"Os panos são lindos e o tecido de qualidade.
A entrega foi no prazo.
Recomendo! Nota dez!",2018-02-20 00:00:00,1,pano linr tecir qualidade . entregar prazo . recomendo ! nota dez !
5,Meus panos chegaram com otima qualidade mais rapido que o esperado td certinho farei novas compras,2018-02-21 00:00:00,1,pano chegar otimo qualidade rapir esperar td certinho farei novo compra
5,"Os panos sao uma graça,enxuga super bem casa estampa não linda q a outra chegou antes do prazo . Muito feliz vou comprar mais. ",2018-06-22 00:00:00,1,"pano sao graça , enxuga super bem casa estampo não lindar q outro chegar antes prazo . feliz ir comprar ."
5,"Panos de pratos lindos com ótima qualidade acabamento ,mas é importante avisar que não são as 10 da foto que vem...vem 10 mas de modelos e cores aleatórias.",2018-04-04 00:00:00,1,"pano prato linr ótimo qualidade acabamento , importante avisar não 10 foto vir ... vir 10 modelo cor aleatório ."
5,O produto é muito bom de boa qualidade e muito bem feito! Gostei muito!,2017-12-05 00:00:00,1,produto bom bom qualidade bem fazer ! gostar !
5,"Como sou cliente, minha satisfação só aumenta. Grata a toda equipe.",2018-06-30 00:00:00,1,"cliente , satisfação aumentar . gratar todo equipe ."
5,Conforme descrito no site,2017-10-19 00:00:00,1,conforme descrito site
5,Muito bom vendedor vou recomendar aos Amigos,2018-03-29 00:00:00,1,bom vendedor ir recomendar amigo
1,"Não chegou o kit de pincéis escova , pode ser que venha em separado, enfim, não gostei da forma do envio, pois a informação é a de que os produtos foram entregues!",2018-01-16 00:00:00,0,"não chegar kit pincel escovo , poder venha separar , enfim , não gostar forma envio , pois informação produto entregar !"
1,O produto ainda nao foi entregue ,2017-05-24 00:00:00,0,produto ainda nao entregar
5,"Facilidade de compra no site e entrega rápida, produto atende as espectativas. Recomendo 
",2018-08-25 00:00:00,1,"facilidade compro site entregar rápido , produto atender espectativa . recomendar"
5,"Recomendo a todos a comprar nesta loja, atendimento, prazo de entrega conforme indicado!!! Parabéns... ",2017-03-29 00:00:00,1,"recomer todo comprar em este loja , atendimento , prazo entregar conforme indicar ! ! ! parabéns ..."
5,Excelente,2017-03-23 00:00:00,1,excelente
5,Produto foi entregue no dia 03.03. e estarei testando a eficiencia do mesmo. Espero que realmente produza o efeito esperado.,2017-03-03 00:00:00,1,produto entregar dia 03.03 . estar testar eficiencia . esperar realmente produzar efeito esperar .
1,"Infelizmente a prestadora de serviços não tem capacidade de avaliar nem o tamanho de um capacete pedi um 61 veio um 58 
Fiz a devolução perdi a vontade é o encanto pelo produto e pela loja",2017-05-31 00:00:00,0,infelizmente prestadora serviço não capacidader avaliar tamanho capacete pedir 61 vir 58 fiz devolução perdi vontade encanto produto lojar
1,Eu quero meu dinheiro de volta,2018-03-17 00:00:00,0,querer dinheiro voltar
5,gostei de comprar prazo entrega chegou antes obrigado,2018-03-15 00:00:00,1,gostar comprar prazo entrega chegar antes obrigar
5,Gostei muito do produto.Atendeu minhas expectativas.Recomendo.,2018-05-17 00:00:00,1,gostar produto.atendeu expectativas.recomer .
5,"Recomendo sim a loja, recebi o produto no devido prazo. Amei... ",2017-10-19 00:00:00,1,"recomendar sim loja , recebir produto devido prazo . amei ..."
5,Ótimo produto,2017-10-24 00:00:00,1,bom produto
5,"ótimo relogio, a pulseira é super confortável.",2017-11-30 00:00:00,1,"bom relogio , pulseiro super confortável ."
5,"Atendeu minhas expectativas, excelente produto com ótimo preço.",2018-08-16 00:00:00,1,"atender expectativa , excelente produto ótimo preço ."
1,Nunca avia acontecido isto quando compro pelas lannister associados com outras lojas mais dessa vez ainda não recebi meu produto,2017-12-29 00:00:00,0,nunca av acontecer compro lannister associar outro loja de esse vez ainda não recebir produto
5,"Gostei muito do produto que comprei,satisfez todas as minhas expectativas!Voltarem e indicarei as minhas amigas também. ",2017-10-04 00:00:00,1,"gostar produto compr , satisfezr todo expectativa ! voltar indicarei amiga ."
5,Otimo!,2018-01-10 00:00:00,1,otimo !
5,"O site da americana não avisa quando sai para entrega .
Chegou o produto e no site consta como estivesse na transportadora .",2018-06-22 00:00:00,1,site americano não avisar sair entrego . chegar produto site constar transportadora .
5,"Chegou bem antes do prazo, tudo certinho. O produto é bom, no entanto quando você tira a tampinha é um pouco complicado de por de volta. Pra resumir: Compraria novamente!",2017-07-04 00:00:00,1,"chegar bem antes prazo , tudo certinho . produto bom , entanto tirar tampinho pouco complicado volta . pra resumir : comprariar novamente !"
5,Produto atendeu as expectativas. recomendo,2018-06-06 00:00:00,1,produto atender expectativa . recomendar
5,Chegou antes do prazo... Produto excelente.,2018-03-08 00:00:00,1,chegar antes prazo ... produto excelente .
5,"Produto de boa qualidade, um tamanho bom pra transporta para qualquer lugar adorei recomendo.",2017-11-25 00:00:00,1,"produto bom qualidade , tamanho bom pra transporta qualquer lugar adorar recomendo ."
1,A entrega ainda não foi efetuada. ,2018-06-01 00:00:00,0,entregar ainda não efetuar .
1,"comprei um produto e recebi outro completamente diferente, como devo proceder?",2018-08-04 00:00:00,0,"compr produto recebir outro completamente diferente , dever proceder ?"
5,muito bom,2018-05-24 00:00:00,1,bom
5,O produto chegou beem antes do prazo estabelecido. tudo certinho do jeito que eu queria. ,2018-04-25 00:00:00,1,produto chegar beem antes prazo estabelecer . tudo certinho jeito querer .
5,"Amei... me deram um prazo e veio bem antes do esperado... produto maravilhoso também... recomendo compras por aqui... seguro, rápido, produto maravilhoso... melhor do que esperava.",2018-04-12 00:00:00,1,"ameir ... der prazo vir bem antes esperar ... produto maravilhoso ... recomendar compra aqui ... seguro , rápido , produto maravilhoso ... bom esperar ."
5,"Recebi muito rápido, produto perfeito.",2018-06-03 00:00:00,1,"recebir rápido , produto perfeito ."
5,Super recomendo,2017-07-27 00:00:00,1,super recomer
5,"Boa loja, bons produtos, boa variedade, pontualidade na entrega, bons preços!",2017-09-05 00:00:00,1,"bom loja , bom produto , bom variedade , pontualidade entrego , bom preço !"
5,"Gosto de comprar na lojas lannister. pratico rápido e o produto chega antes do prazo de entrega.
Recomendo. ",2018-06-14 00:00:00,1,gostar comprar loja lannister . pratico rápido produto chegar antes prazo entregar . recomendar .
5,Ótimo lugar para fazer compras rápidas e seguras informações bem claras recomendado,2017-08-18 00:00:00,1,bom lugar fazer compra ráper seguro informação bem claro recomendar
1,"Fiz o cancelamento do pedido antes de ser enviado, mas mesmo assim fizeram o envio do produto.
Estou com o produto e tenho que devolver.",2017-08-08 00:00:00,0,"fiz cancelamento pedir antes enviar , assim fazer envio produto . produto devolver ."
1,"A luva veio muito grande e não é igual da foto, pedi tamanho 12oz e parece que veio 14oz
",2017-09-06 00:00:00,0,"luva vir grande não igual foto , pedir tamanho 12 oz parecer vir 14 oz"
5,O RELOGIO É LINDO SURPREENDEU MINHAS EXPECTATIVA A ENTREGA NEM SE FALA FOI PRATICAMENTE DUAS SEMANAS ANTES DA DATA PREVISTA RECOMENDO A TODOS QUE TENHAM ALGUMA DUVIDA QUE COMPREM PRODUTO EXCELENTE. ,2017-11-14 00:00:00,1,relogio lir surpreender expectativa entrego falar praticamente dois semana antes data prever recomer todo algum duvida compr produto excelente .
5,"Produto chegou muito rápido, bem embalado. Recomendo está loja.",2017-08-04 00:00:00,1,"produto chegar rápido , bem embalar . recomendar loja ."
1,Poren estou aguardando uma resposta sobre a troca do produto o mesmo veio com amaçado e um pequeno aranhado na vidro,2018-06-13 00:00:00,0,poren aguardar resposta sobre troca produto vir amaçar pequeno aranhado vidro
5,"Qualidade, preço e prazo! parabéns, continuem nesse caminho. Muito obrigado!",2018-01-16 00:00:00,1,"qualidade , preço prazo ! parabéns , continuem em esse caminho . obrigar !"
5,cumpriu o prometido,2018-03-01 00:00:00,1,cumprir prometer
5,O prodouto veio conforme descrito no anuncio da loja.,2017-11-11 00:00:00,1,prodouto vir conforme descrever anuncio loja .
1,"DEMORARAM MIL ANOS PRA MANDAR, QUANDO MANDARAM O FORNECEDOR NAO ENVIOU O CELULAR. DEPOIS ME ENVIOU A PROPOSTA DE OUTRO CELULAR EU ACEITEI, MAS NO FINAL NAO MANDOU NADA DE NADA",2018-04-04 00:00:00,0,"demorar mil ano pra mandar , mandar fornecedor nao enviar celular . enviar proposta outro celular aceitar , final nao mandar nada nada"
5,"Item chegou 2 dias após a compra! Muiuuito antes do prazo!
Capinha bem simples, material ?pobre? mas é exatamente como anunciado.",2017-11-18 00:00:00,1,"item chegar 2 dia após compra ! muiuuito antes prazo ! capinhar bem simples , material ? pobre ? exatamente anunciar ."
5,"O emborrachamento e acabamento são ótimos. A película é boa, mas precisa de experiência para tirar as bolhas de ar.",2018-02-24 00:00:00,1,"emborrachamento acabamento ótimos . películar bom , precisar experiência tirar bolha ar ."
5,satisfeita com todo processo de entrega. Parabéns,2017-11-23 00:00:00,1,satisfeitar todo processo entregar . parabéns
5,Excelente Produto.Eu indico,2017-10-24 00:00:00,1,excelente produto.eu indico
1,"Boa noite o prazo para recebimento seria dia 29.03.18, até o momento não recebi",2018-03-30 00:00:00,0,"bom noite prazo recebimento dia 29.03.18 , momento não recebir"
1,Infelizmente já se passou o prazo de entrega da compra e nada .. espero receber meu produto em breve para evitar mais problemas,2018-03-23 00:00:00,0,infelizmente passar prazo entregar compra nada .. esperar receber produto breve evitar problema
1,Comprei preto e veio Prata. Já fiz a reclamação e estou aguardando contato da empresa targaryen.,2018-06-21 00:00:00,0,compr preto vir prata . fiz reclamaçãor aguardar contato empresa targaryen .
5,"O relógio lindo, perfeito.
É um modelo pequeno e objetivo, ou seja, sem firulas.",2018-02-15 00:00:00,1,"relógio lir , perfeito . modelo pequeno objetivo , , firula ."
5,Produto bom de ótima jogabilidade pessoal muita rápido na entrega ,2018-08-17 00:00:00,1,produto bom ótimo jogabilidade pessoal muito rápido entregar
5,Parabéns pela rapidez ,2018-06-07 00:00:00,1,parabéns rapidez
1,"Solicitei o cancelamento do item pelo site. Por que estou a ser questionada sobre recebimento? Não recebi e nem vou! Favor atualizarem informações!
",2017-04-29 00:00:00,0,solicitei cancelamento item site . questionar sobre recebimento ? não recebir vou ! favor atualizar informação !
5,"O produto é uma graça! Além de pratico muito lindo! Amei! Como sempre, a lannister arrasa em tudo!!! Super recomendo!",2017-05-24 00:00:00,1,"produto Graça ! além pratico lir ! ameir ! sempre , lannister arrasa tudo ! ! ! super recomendar !"
5,"Entrega rápida !
tudo certinho !",2017-12-02 00:00:00,1,entregar rápido ! tudo certinho !
5,"Muito bonito e resistente, chegou antes do prazo estipulado e bem embalado... ótimo custo e benefício!!!",2018-04-12 00:00:00,1,"bonito resistente , chegar antes prazo estipular bem embalar ... bom custo benefício ! ! !"
5,melhor do que o esperado,2017-08-09 00:00:00,1,bom esperar
5,Gostei de tudo ,2018-05-03 00:00:00,1,gostar tudo
1,Das 3 unidades compradas apenas duas foram entreguers,2018-03-24 00:00:00,0,3 unidade comprar apenas dois entreguer
1,"O prazo para entrega do produto era dia 21//3, hoje é 26/03 e ainda não chegou. Já enviei mensagem para a empresa para saber o que está ocorrendo, mas eles não me responderam. Não recomendo",2018-03-23 00:00:00,0,"prazo entregar produto dia 21//3 , hoje 26/03r ainda não chegar . enviei mensagem empreso saber ocorrer , não responder . não recomendar"
1,Não recebi o produto dentro do prazo estipulado pela loja,2018-03-21 00:00:00,0,não recebir produto dentro prazo estipular loja
1,"Além de não entregar o produto comprado a exatos um mês atras, não há quaisquer esclarecimentos ou mesmo atenção ás solicitações de contato. Só avaliei com uma estrela porque a pagina obriga a clicar.",2018-04-06 00:00:00,0,"além não entregar produto comprar exato mês atra , não qualquer esclarecimento atenção ás solicitação contato . avaliei estrela porque pagina obrigar clicar ."
5,Entrega super rápida,2018-01-31 00:00:00,1,entregar super rápir
5,"Adorei ótima loja meu pedido chegou rapidinho 
Eu recomendo lojas lannister.",2018-03-02 00:00:00,1,adorar ótimo loja pedir chegar rapidinho recomer loja lannister .
5,Ótimo produto . Recebi certinho . Recomendo ,2017-09-20 00:00:00,1,bom produto . recebir certinho . recomendar
5,"O produto foi enregue dentro do prazo, e de acordo ao que comprei.Super recomendo esta loja.",2018-04-05 00:00:00,1,"produto enregar dentro prazo , acordo comprei.super recomendar loja ."
5,Chegou antes do prazo informado.Isso demonstra confiança no vendedor,2017-10-01 00:00:00,1,chegar antes prazo informado.isso demonstrar confiança vendedor
1,"Sempre fui um comprado nato da baratheon,nessa última compra deixou a desejar,mercadoria que seria presente de casamento,não chegou ainda,estou pasmado e muito aborrecido. desde o dia 12/06.",2017-07-07 00:00:00,0,"sempre comprar nato baratheon , em esse último compra deixar desejar , mercadoria presente casamento , não chegar ainda , pasmar aborrecido . desde dia 12/06 ."
5,PRODUTO MUITO BOM,2017-09-29 00:00:00,1,produto bom
5,"Amei o produto meu jogo de cama de cetim vermelha deixou meu quarto muito lindo um luxo,estou encantada.",2018-01-06 00:00:00,1,"ameir produto jogo camar Cetim vermelho deixar quarto lir luxo , encantar ."
1,ainda não recebi o produto,2018-01-07 00:00:00,0,ainda não recebir produto
1,"Não comprem esse produto, muito mal acabado, veio acabamento com furos no pé da cadeira, acabamento das costas com furos errados e mal cortado alem da fragilidade do encosto. Não Recomendo.",2018-02-18 00:00:00,0,"não compr produto , mal acabar , vir acabamento furo pé cadeira , acabamento costa furo errar mal cortar aler fragilidade encosto . não recomendar ."
5,Ficou lindo no quarto da minha filha.,2017-08-24 00:00:00,1,ficar lir quarto filha .
5,Tudo certinho 👏🏻👏🏻👏🏻,2018-05-17 00:00:00,1,tudo certinho 👏 🏻 👏 🏻 👏 🏻
5, SATISFEITO COM O PRODUTO,2018-04-06 00:00:00,1,satisfeito produto
5,"Produto bom,de qualidade,chegou no prazo, em perfeita ordem indico a todos",2018-08-29 00:00:00,1,"produto bom , qualidade , chegar prazo , perfeita ordem indico todo"
1,"A cadeira é linda e confortável,mas não compraria novamente. ",2018-06-14 00:00:00,0,"cadeira lindo confortável , não comprariar novamente ."
5,"Estou achando muito demorado há entrega, ficaram de me entregar até o dia 02/02/18 e até hoje não chegou ",2018-02-07 00:00:00,1,"achar demorar entrega , ficar entregar dia 02/02/18 hoje não chegar"
1,"Nao recomendo pessima qualidade,ja veio com o assento rasgado a parte branca encardida de tao empuerada que veio paguei o frete caro e nao recebi em casa tive que ir busca.",2018-07-25 00:00:00,0,"nao recomendo pessimo qualidade , ja vir assento rasgado parte branco encardir taoer empuerada vir paguei frete caro nao recebir casa ir busco ."
5,"Compra tranquila, produto entregue no prazo estimado.",2018-01-09 00:00:00,1,"compra tranquilo , produto entregar prazo estimar ."
5,Foi entregue antes do prazo e o produto é de ótima qualidade,2018-08-30 00:00:00,1,entregar antes prazo produto ótimo qualidade
5,MUITO BOM MESMO PARABENS.,2017-11-28 00:00:00,1,bom parabem .
5,Super recomendo ,2017-07-29 00:00:00,1,super recomer
5,Excelente papel de parede e serviço de entrega.,2018-07-26 00:00:00,1,excelente papel parede serviço entrega .
5,"Produto muito bom,a loja tbem recomendo a todos que queiram adquirir o produto",2017-12-29 00:00:00,1,"produto bom , loja tber recomer todo querer adquirir produto"
5,BOM!!!,2017-08-02 00:00:00,1,bom ! ! !
5,entrega antes do prazo e de acordo com o comprado. ,2017-08-24 00:00:00,1,entregar antes prazo acordo comprar .
5," fiquei satisfeito , pois, a entrega foi rápida .",2017-08-24 00:00:00,1,"fiquei satisfeito , pois , entregar rápido ."
5,"Produto chegou antes do previsto. Ótimo acabamento preço acessível, atendeu as expectativas com relação a treinamento .",2017-04-18 00:00:00,1,"produto chegar antes prever . bom acabamento preço acessível , atender expectativa relação treinamento ."
5,"Recomendo sim, além de chegar antes do prazo estabelecido,o produto foi como eu esperava.
",2017-10-11 00:00:00,1,"recomendar sim , além chegar antes prazo estabelecer , produto esperar ."
5,"Amei , muito lindo, grande, prático pra fechar.. Não tenho o que reclamar. Se encaixou perfeitamente no que eu esperava. 
A entrega foi rápida, 2 semanas antes do prazo. 
Super satisfeita. Recomen",2017-07-25 00:00:00,1,"ameir , lir , grande , prático pra fechar .. não reclamar . encaixar perfeitamente esperar . entrega rápido , 2 semana antes prazo . super satisfazer . recomen"
5,Adorei a compra. Farei mais compras futuramente. Com certeza. ,2017-07-18 00:00:00,1,adorar compra . farei compra futuramente . certeza .
5,"Otimo serviço das lannister, não e a primeira que compro pelo site da loja e sempre ocorreu tudo dentro do combinado! ",2017-08-01 00:00:00,1,"otimo serviço lannister , não primeiro compro site loja sempre ocorrer tudo dentro combinar !"
5,.,2018-04-24 00:00:00,1,.
5,"Site seguro,eu recomendo para os colegas que realmente estejam interessado em fazer a sua compra neste site.",2017-05-19 00:00:00,1,"site seguro , recomer colega realmente interessar fazer compra em este site ."
5,Recebi dentro do praso!,2017-08-24 00:00:00,1,recebir dentro praso !
5,Adoro lannister. Cumprem o prazo e o produto é ótimo! ,2018-03-10 00:00:00,1,adorar lannister . cumprir prazo produto bom !
5,"Produtos de qualidade,ótimos prazos de entrega!",2017-02-09 00:00:00,1,"produto qualidade , ótimos prazo entregar !"
5,"Fiz minha compra no dia 08/05 e a previsao de entrega era para 
31/05 mas chegou bem antes dia 22/05 e a qualidade é excelente, para quem quer uma mala grande e espaçosa essa é a melhor opção!",2017-05-23 00:00:00,1,"fiz compra dia 08/05 previsao entrega 31/05 chegar bem antes dia 22/05 qualidade excelente , quer malar grande espaçoso bom opção !"
1,"Comprei duas malas para viagem e só foi entregue uma mala no dia 19/03. Já mandei um email solicitando o porquê que não foi entregue também a outra mala, mais até agora nenhuma resposta. ",2018-03-20 00:00:00,0,"comprar dois mala viagem entregar malar dia 19/03 . mandar email solicitar porquê não entregar outro mala , agora nenhum resposta ."
1,a loja em si não apresentou problemas porém houve um imprevisto com a entregadora (correios) que atrasou a entrega e acabei por pedir o cancelamento do produto por motivos pessoais,2017-12-16 00:00:00,0,loja si não apresentar problema porém imprevisto entregadora ( Correios ) atrasar entrega acabar pedir cancelamento produto motivo pessoal
5,Eu recomendo rápido prático muito bom,2017-04-21 00:00:00,1,recomendo rápido prático bom
5,ótima sempre volto a comprar ,2017-05-16 00:00:00,1,ótima sempre voltar comprar
1,O zíper veio com defeito.,2017-11-24 00:00:00,0,zíper vir defeito .
5,muito bom,2017-04-16 00:00:00,1,bom
5,10,2017-05-30 00:00:00,1,10
5,Gostei do produto chegou no tempo certo os vendedores estão de parabéns,2017-06-15 00:00:00,1,gostar produto chegar tempo certo vendedor parabéns
5,Produto bom e foi entregue antes do prazo estipulado.,2017-03-22 00:00:00,1,produto bom entregar antes prazo estipular .
5,Serviço muito bom assim como o produto,2017-09-28 00:00:00,1,serviço bom assim produto
5,Produto entregue no prazo. Gostei muito do relógio. Recomendo!,2018-01-30 00:00:00,1,produto entregar prazo . gostar relógio . recomendar !
5,Entrega muito antes do prazo!!! Show de bola,2017-09-22 00:00:00,1,entregar antes prazo ! ! ! show bola
5,Atingiu minhas expectativas 👏🏽👏🏽,2018-08-24 00:00:00,1,atingir expectativa 👏 🏽 👏 🏽
5,"Entregou muiiiito rápido, produto excelente",2018-03-17 00:00:00,1,"entregar muiiiito rápido , produto excelente"
1,"Pedi o cancelamento deste produto, mas a loja ou o sistema do site da lannister não cancelaram. O produto foi deixado na agência dos Correios. Não pretendo ir buscá-lo. Desejo o estorno do valor.",2018-04-07 00:00:00,0,"pedir cancelamento de este produto , loja sistema site lannister não cancelar . produto deixar agência Correios . não pretender ir buscar ele . desejo Estorno valor ."
5,"super recomendo,produto chegou bem antes do combinado",2018-07-25 00:00:00,1,"super recomendar , produto chegar bem antes combinar"
5,Adorei....,2018-07-21 00:00:00,1,adorei ....
1,"Produto veio com defeito, uma das costuras internas não foi feita.
A qualidade tbm deixou a desejar infelizmente.",2018-01-30 00:00:00,0,"produto vir defeito , costura interno não fazer . qualidade tbm deixar desejar infelizmente ."
5,ótimo material do produto. Parabéns,2017-10-14 00:00:00,1,bom material produto . parabéns
1,"Não recebi o produto até hoje, não tive o estorno feito até hoje, Não tive meus e-mails respondidos, não tive contato nem da empresa e nem da lannister, um descaso total, não recomendo comprar nada .",2017-05-10 00:00:00,0,"não recebir produto hoje , não estorno fazer hoje , não e-mail respondir , não contato empresa lannister , descaso total , não recomendar comprar nada ."
5,"Produto é o que eu esperava, satisfeito com a compra. ",2017-12-14 00:00:00,1,"produto esperar , satisfeito compra ."
5,confirmado entregue dentro do prazo.obrigada,2017-12-19 00:00:00,1,confirmar entregar dentro prazo.obrigada
5,"Mesmo sabendo da data de entregue dita no pedido, tinha certeza que chegaria antes. Vcs são pontuais. ",2018-08-24 00:00:00,1,"saber data entregar ditar pedido , certeza chegar antes . vcs pontual ."
5,Lojas lannister é para mim até agora a melhor.,2018-07-28 00:00:00,1,loja lannister eu agora bom .
5,"sou cliente há muito tempo, nunca tive problemas.",2018-06-05 00:00:00,1,"cliente tempo , nunca problema ."
5,"O vendedor compre com o que diz no site, o produto chegou dentro do prazo e e de ótima qualidade.",2017-09-13 00:00:00,1,"vendedor compre dizer site , produto chegar dentro prazo ótima qualidade ."
5,"A bolsa é linda, espaçosa, show de bola!!! Adorei",2017-06-02 00:00:00,1,"bolso lindo , espaçoso , show bola ! ! ! adorar"
5,"Voltarei a comprar com o vendedor, produto perfeito, chegou muito antes do prazo! Muito grata.",2017-10-18 00:00:00,1,"voltarei comprar vendedor , produto perfeito , chegar antes prazo ! grata ."
5,"A entrega foi feita antes do prazo e tudo corretinho, além de que amei a bolsa!",2017-06-13 00:00:00,1,"entregar fazer antes prazo tudo corretinho , além amei bolsa !"
5,"Poduto é igual o da foto e chegou dentro do prazo, recomendo, só chegou no penúltimo dia prazo. ",2017-08-02 00:00:00,1,"poduto igual Foto chegar dentro prazo , recomendar , chegar penúltimo dia prazo ."
5,"Adorei o produto, e foi entregue bem antes da data marcada.",2018-08-25 00:00:00,1,"Adorei produto , entregar bem antes data marcar ."
5,"Acabamento e material de qualidade. Coube meu notebook de 15,6' sem problemas. Além disso, foi entregue muito rápido.",2018-07-26 00:00:00,1,"acabamento material qualidade . caber notebook 15,6 ' problema . além de isso , entregar rápido ."
5,"Produto bom, de acordo com a descrição ",2018-08-25 00:00:00,1,"produto bom , acordo descriçãor"
5,"Chegou certinho e bem embalado, e teve um bom preço, compraria novamente na loja. ",2018-06-30 00:00:00,1,"chegar certinho bem embalar , bom preço , comprariar novamente loja ."
5,Fácil de montar e muito confortável ,2018-04-07 00:00:00,1,fácil montar confortável
5,"Produto veio certinho, dentro do prazo de acordo com o que precisava.",2018-01-17 00:00:00,1,"produto vir certinho , dentro prazo acordo precisar ."
5,Recebi antes do prazo. Gostei muito.,2018-01-27 00:00:00,1,recebir antes prazo . gostar .
5,PRODUTO ENTREGUE ANTES DO PRAZO,2018-02-24 00:00:00,1,produto entregar antes prazo
